GeneID,GSM3024820,GSM3024822,GSM3024824,GSM3024826,GSM3024828,GSM3024830,GSM3024832,GSM3024834,GSM3024836,GSM3024838,GSM3024840,GSM3024842,GSM3024844,GSM3024846,GSM3024848,GSM3024850,GSM3024852,GSM3024854,GSM3024856,GSM3024858,GSM3024860,GSM3024863
5317,4.77,12.6,4.779,3.597,2.472,14.13,13.94,2.993,5.23,11.31,5.082,0.04392,18.92,1.219,6.179,10.51,1.847,8.797,5.735,0.02434,5.796,7.496
101929326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7139,91.39,17.91,0.9143,9.248,62.46,3.649,126,11.66,1.596,2.593,17.99,6.181,3.379,0.563,65.39,28.39,22.74,0,0,0.9722,3.255,1.887
3898,2.784,0.1187,7.657,0,6.271,5.21,3.469,2.202,2.46,2.917,7.204,4.876,3.763,2.297,4.377,1.034,2.501,0.5821,10.48,2.549,2.587,1.086
101929343,0,0,0,0,0,0,0,0,0,0,0.0399,0,0.02276,0,0,0,0,0,0,0,0,0
7135,4.876,0.5105,0.03548,17.94,0.3148,0.04164,0,0.05064,0.5017,0.12,19.2,0.003559,0.1455,0.0463,1.009,1.61,4.424,0,0.1948,0.0434,0.09294,0.3662
101929367,0,0,0,0,0,0,0,0,0,0,0.07573,0,0,0,0,0,0,0,0,0,0,0
23612,0,0.1917,0.335,0,0.02937,0.2234,0,1.246,0.24,0.5795,0.8211,0,0.2899,0.4504,0.02754,0,0.09616,0,0,0.1304,0.2261,0
1465,0.9576,6.023,98.57,36.79,4.854,104.6,6.942,43.24,88.6,123.6,49.35,21.14,72.41,92.19,23.42,0.2141,17.05,0.0137,2.379,39.65,27.72,9.56
107985246,0,0,0,0,0,0,0.0104,0,0,0,0.008511,0,0.02427,0.0173,0.03596,0,0.03139,0,0,0.01825,0,0
376693,1.362,0.05577,1.426,2.95,0,2.111,0.06487,0.03405,0.9217,4.17,3.557,0,2.907,0.7824,0.7851,0.134,26.44,1.845,0.2128,1.783,1.164,2.881
89796,4.644,1.68,6.407,0,3.247,2.92,5.593,1.625,4.046,3.074,2.538,0.315,3.023,7.776,7.192,8.61,3.041,6.02,1.186,6.496,4.69,1.773
100873949,0.4524,9.677,3.038,0,0.09932,2.81,0.05385,6.276,3.339,3.876,3.217,0,4.701,10.53,0,1.224,9.835,0,0,8.393,8.048,5.713
100847050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302158,0,0,1.649,0,0,0,0,0,0,2.391,6.05,0,2.991,1.845,0,0,0,0,0,3.026,1.646,0
55705,3.317,5.102,7.134,0,4.432,5.226,4.321,5.119,4.207,7.249,5.497,2.128,9.216,9.516,1.57,2.38,0.8453,0,2.932,8.491,8.917,8.118
102466724,0,0,2.312,0,0,0,0,0,0,0,5.442,0,0.2822,0.2515,9.407,0,41.06,0,0,0.7071,0.7571,0
149345,5.894,6.83,7.895,0,6.746,6.969,0,3.511,2.95,8.819,18.1,0,4.32,6.233,0.2674,9.307,4.78,0,0.4478,9.331,4.513,2.121
25802,24.69,34.66,171.9,138.9,46.85,151.2,7.609,151.5,124.7,153.4,106.7,29.77,46.43,62.87,21.35,19.44,8.261,0,0.4167,16.9,83.41,11.01
10440,0,0.5907,7.278,28.9,1.419,7,0,0,3.857,6.155,2.744,0,9.685,8.824,2.756,0,0.08296,0.01817,66.62,12.13,11.84,9.661
109616993,0.2822,2.599,0.4817,0,0,43.16,0,0,0,0,0,0,0,0,0,2.776,0,0,0,0.5893,0,0
6051,1.58,2.483,13.42,0.01363,9.722,9.852,9.367,5.34,8.624,13.12,13.22,16.42,13.21,14.15,3.367,2.602,8.514,0,0,20.95,17.59,16.71
112268254,0,0,0.01982,0,0,0,0.08293,0.185,0,0,0,0,0.02903,0.01725,0.1195,0.08568,0.03129,0,0,0.03031,0.04328,0
102723465,0,0,0,0,0,0,0,0,0,0,0,0,0.05094,0.1362,0,0,0,0,0,0.03191,0,0
102465443,0,0,0,0,0,0,0,0,0,0,0,0,0.1873,0.8345,0,0,0,0,0,0.352,0,0
1999,4.604,4.265,28.16,65.42,2.621,52.37,3.977,17.52,5.772,46.64,43.88,0.3408,8.994,7.275,13.22,2.033,0,0.2711,9.325,2.334,16.19,2.006
105371684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9283,0,0.01736,0.03217,0,3.885,0.01133,1.171,1.918,0.3419,0.05442,0.08811,0,0.003141,0.002799,0.7485,2.475,1.473,0.00445,1.17,0.04919,0.008428,0
105371683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,0,0,0,0,0
127829,0.2971,0,14.79,9.868,19.19,16.3,7.073,19.74,9.354,17.89,18.01,0,16.32,21.08,6.158,12.89,2.097,0,66.63,25.44,18,15.39
5778,0.6231,0,2.161,0,5.059,0.6555,0.4876,1.163,0.2537,0.8585,1.023,0,0.8868,0.731,6.048,0.4198,0,0,11.2,0.4129,1.552,2.945
148713,5.47,0,0.06881,0,1.287,0,0.6643,0.05813,0.08582,0.07163,0.1631,0,0.07236,0.04145,0,0.2059,0.3844,10.49,0,0,0.02311,0
59352,2.949,1.319,0.8026,0,3.55,1.251,3.618,0.04558,0.9379,0.5559,0.4501,0.08329,2.206,0.4184,2.911,6.893,2.097,1.383,5.294,0.07194,0.4803,0
101929388,0,4.3,0.1186,0,0.991,0.1623,3.761,0,0.0178,0.1337,0.06765,0,1.466,0.1031,0,0.0854,1.809,0,0,0.1088,0.01725,0
29089,0,11.76,1.117,0,2.384,1.172,0,13.08,0.578,0.5829,0.8138,0,2.228,1.84,3.209,29.38,19.96,0,15.98,2.035,6.808,7.421
4660,1.229,1.052,4.631,1.625,1.228,4.237,1.433,2.5,3.456,4.565,3.387,1.686,3.275,2.69,1.319,1.329,1.539,0.000943,2.718,1.904,2.067,1.967
127833,0,1.19,0.4935,1.657,0.3501,0.5792,0,0.02907,0.315,0.7339,0.5114,0,0.456,0.3142,1.326,2.942,2.829,0.002615,0,0.2833,0.2691,1.517
105371686,0,5.963,0.5149,0,0,0.5012,0,0,0.02262,0.3505,0.1935,0,0.4292,0.3606,1.514,0,0.3569,0,0,0.2151,0.2632,1.393
10765,0.1292,12.49,9.707,6.853,7.544,9.763,8.804,7.033,5.441,6.943,9.42,2.123,10.64,10.4,6.49,1.744,4.63,0,3.6,10.09,8.772,10.42
100506696,0,0,0,0,0,0,0,0,0,0,0,0,0.0277,0,0,0,0,0,0,0,0,0
641515,0,0,0,0,2.966,0,0,0,0,0,0,0,0.05256,0,2.494,0.03323,0,0,0,0.02822,0.06715,0
148709,0,0,0.01868,0,5.116,0.04384,0,0,0.008412,0,0,0,0.05471,0.01625,9.649,0,0,0,0,0.06855,0.08155,0
5877,0,0.0375,0.4239,0,0.2949,0.4731,0,0.3282,0.1189,0.8405,0.8685,0.5159,0.5022,0.5865,0.5865,0,0,0,0,0.8757,0.3641,0.5738
59349,0,30.14,6.169,10.46,8.115,5.821,0.5935,3.624,2.772,7.559,8.585,0.006188,8.8,7.444,2.737,1.093,14.22,141.9,1.101,12.83,9.47,14.09
51094,46.31,0.9233,15.88,0.04511,9.698,16.87,4.221,2.848,18.95,15.66,13.91,90.89,13.32,10.1,0.7789,0.9564,8.887,5.534,35.72,32.8,14.13,30.99
51706,19.07,0.02401,7.541,0,18.43,8.804,8.543,24.7,3.655,5.678,11.26,39.64,6.321,7.664,5.68,2.192,0.08428,0,0,7.037,4.511,3.203
100506747,0,2.727,0,0,0.8037,0,0.07262,0.3431,0.08339,0.02936,0,0,0.0113,0,0.08371,9.554,0.2558,0,0,0,0.1011,0
92703,10.56,33.28,5.391,0,7.328,8.579,0.0643,3.794,6.036,5.86,5.294,0.01233,7.455,8.183,2.208,4.358,11.67,3.487,2.447,12.89,9.808,7.281
8497,7.31,1.348,0.7811,0.2859,11.26,0.1975,4.35,1.029,0.2803,1.02,2.816,0,0.3596,0.6685,7.724,8.797,5.814,0.4524,1.591,0.05826,0.3521,0.09012
105371687,0,0,0,0,0,0,0,0,0,0.07513,0,0,0,0,0.3213,8.063,5.049,0,0,0,0,0
4656,0.8847,0,0.07192,0,1.887,0,1.264,0,0,0.04866,0.6648,0,0,0.01251,6.971,0.2487,1.817,0,7.995,0,0.02512,0
114004358,0,0.0521,0.03862,0,0,0,0,0,0,0,0.4463,0.1356,0,0.008401,2.479,0.1252,0.3658,0,0,0,0.008431,0
134,1.071,0,0,0,0.1567,0.03973,2.79,0.0892,0,0.01718,0,0,0.01322,0.01767,0.7753,1.814,0.5343,0.5619,0,0,0.005912,0.01747
4608,1.027,0.02144,0,0,9.292,0,1.895,0,0.06444,0.05042,1.123,5.646,0.03493,0,3.809,1.237,2.221,0,0,0.01459,0.1458,0
1116,0,1.16,2.506,0,5.936,1.675,2.699,13.49,0.6594,0.05247,0.04248,165.3,0.8602,0.2051,6.925,8.902,7.6,0,0,0.167,0.6934,1.697
1118,11.23,20.34,15,0.1041,50.53,0.7706,0.07325,10.72,0.3391,0.05923,0.6594,0,1.051,0.914,23.34,17.75,11.42,0,13.52,0.257,2.041,0.8358
100506775,0,0,0,0,0,0,0.1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730227,0,0,0,0,0.03051,0,0,0.1042,0,0,0,0.6188,0,0,0.03813,0,0,0,0,0,0,0
7832,1.563,2.186,20.22,0,1.164,16.32,0.01661,1.893,10.97,25.86,30.66,6.279,13.9,5.812,3.801,0.03433,0.2257,0.01099,0,1.166,2.421,0.7173
2331,17.02,11.25,4.08,0,1.165,4.504,1.402,6.276,2.674,5.395,4.287,1.832,12.97,9.535,4.102,0.191,0.1395,0,0,3.681,7.557,2.414
102723529,0,0,0,0,0.05592,0,0,0,0,0,0,0,0,0.006305,0,0,0.02288,0.7018,0,0,0,0
107985249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07884,0.08077,0,0,0,0,0,0
5549,0.4424,3.284,10.64,0.4468,1.681,14.98,1.446,6.119,5.956,8.265,4.007,0,4.373,6.398,1.545,0.1786,12.22,0,3.429,5.477,7.238,0.349
26254,21.7,30.87,1.42,32.02,27.39,0,44.98,2.832,0,0.3267,0.4473,60.34,0.1109,0.04942,14.72,11.49,11.55,0,63.46,0.132,0.8631,0.557
105371688,0,0,0,0,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0.7992,13.98,23.09,1.664,7.827,19.67,0.8878,15.22,14.52,26.16,13.19,0.3556,15.77,23.18,5.445,4.949,2.393,10.57,3.713,12.34,10.91,3.328
677843,0,252,102.7,0,0,75.3,2.176,116.9,85.28,127.2,110.4,46.45,58.08,49.18,44.11,0,35.04,0,77.35,38.4,50.58,21.92
84719,0,0,0,0,0,0,0,0,0.06116,0,0,2.231,0,0.02954,0,0,0,0,0,0.01038,0,0
102723543,0,0,0,0,0,0.0739,0.2634,0.2247,0,0,0,0,0.04611,0.0137,0,0,0,0,0,0,0,0.08124
54900,0.05144,0.2557,0.7652,17.28,2.258,1.458,4.207,1.286,0.09416,0.435,0.06442,0,0.3103,0.4147,3.554,11.57,0.1716,0,2.496,0.1381,0.7522,0.561
9877,16.94,10.53,80.53,0.05247,21.86,87.11,3.532,28.5,72.1,87.67,107.3,5.003,121.9,117.6,32.3,18.6,5.049,0.5175,3.556,93.19,94.78,83.61
100381270,7.7,4.895,11.4,0.01037,3.296,16.14,3.038,6.011,9.52,13.55,9.82,7.12,31.83,32.7,1.817,0.7385,7.206,0,1.256,19.39,12.05,15.24
6635,4.937,16.98,2.986,0,1.709,2.955,1.244,2.793,2.77,1.873,2.578,11.51,10.49,7.608,2.654,1.477,1.798,0,3.126,13.37,5.58,6.955
105371689,0.2444,0,0,0,0,0,0.1818,0,0,0,0,0,0,0,0,0,0.05488,0,0,0,0,0
284573,0.2516,4.455,0,0,12.04,0,9.404,0,0,0,0,0,0.02796,0.07474,15.22,4.703,0,0.8912,0,0,0.4001,0
9580,5.73,1.99,9.332,0.3957,5.003,17.73,4.274,16.57,9.302,13.94,13.83,7.121,9.949,11.55,9.502,1.121,5.799,0,1.925,6.78,10.76,7.471
55224,0,18.49,2.842,0,1.874,6.48,0.4257,22.13,1.939,1.999,1.933,2.95,2.026,2.473,5.136,15.24,1.409,0,0,0.7509,1.187,0.4743
101929441,0,0,0.1733,0,0.1485,0.4067,0,0,0,0.08141,0.09886,0,0.282,0.3685,0,0,0,0,0,0.1766,0.1513,0
5972,2.554,42.53,4.003,0,43.64,1.723,40.63,55.53,1.522,3.599,5.203,300.1,3.532,10.91,14.28,3.268,6.694,0,0,1.152,3.677,0
3814,0,37.24,0,0,0.5856,0,72.58,0,0,0.7703,9.459,0,0.3854,0.9773,1.793,13.91,0,0,0,0.3342,0.5567,0
127845,40.25,13,1.837,0,1.323,0.115,0.1537,0.3496,2.449,0.6629,7.589,0,1.602,0.5327,0,3.493,3.944,0,0,4.06,1.069,0
22874,1.132,1.416,2.264,0.8357,0.9222,2.966,1.732,3.606,0.945,2.864,4.085,5.047,1.875,2.405,1.925,1.822,3.36,0.003481,0.1813,2.405,2.267,0.461
127841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84919,0.005507,0.5185,7.587,0,2.551,14.29,2.202,0.9532,3.034,9.247,12.54,13.64,6.998,5.966,1.881,7.49,0.009894,0.08237,0.7312,5.969,4.816,4.415
5287,4.144,1.56,5.343,0.4297,4.034,5.185,9.788,3.807,2.756,5.319,6.669,6.759,4.918,4.26,10.34,1.845,8.364,0.7529,0.372,2.893,4.38,2.902
100189122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3632,0,0
100189425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,0.4387,11.66,5.757,0.007009,1.639,10.36,1.014,2.138,4.233,5.178,6.134,0.5629,9.59,6.409,1.388,0.1605,0.1368,3.404,3.015,6.359,5.962,5.685
105371692,0,0,0.00423,0,0.03264,0.00662,0.07374,0,0.00508,0,0,0,0.002754,0.009815,0.0119,0.03047,0,0,0,0.006038,0.003694,0
10446,0.1302,0.1066,0.3296,0,1.1,0.4303,1.402,1.732,0.1701,0.6515,0.7861,0,0.5388,0.7185,3.098,1.056,1.497,3.561,0,0.5459,0.4172,0.8983
105371693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371695,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371694,0,0,0,0,0,0,0,0,0.06851,0,0,0,0,0,0,0,0,0,0,0,0,0
23114,4.106,14.24,19.12,0.1317,5.631,9.113,12.39,16.7,9.291,22.61,15.78,0.5887,4.807,11.84,6.82,4.323,9.753,0.1583,34.11,2.393,10.59,3.361
6900,0.878,1.509,0.02324,0,5.46,0.1582,3.305,0.6456,0.02721,0.1513,1.364,0,0.1248,0.2628,3.986,0.6127,2.913,0.7201,1.802,0.1549,0.1583,0.01199
388730,0,9.483,0.7648,3.124,0.6278,0.5157,0.885,0,0.6596,0.1101,0.6407,0,0.7945,0.3681,0.05885,0.1407,16.75,0,4.802,0.6072,0.5116,0.21
5929,0.1297,4.55,3.859,0.1254,8.203,5.026,1.936,4.551,3.449,3.151,6.479,0,5.325,5.751,3.898,1.893,6.698,0,4.121,7.602,5.416,2.515
25778,18.91,8.379,1.117,0.9351,1.057,3.155,1.539,2.406,0.6965,1.503,1.751,0.005387,2.249,2.406,4.017,0.09284,6.053,1.69,0,1.866,1.744,2.072
9911,1.989,1.156,0.351,0,3.529,0.06017,1.575,0.6538,0.3942,0.4202,1.06,0,0.2618,0.3328,1.459,0.6647,2.328,0,0,0.1134,0.2583,0
101929459,0,0,0,0,0,0,0.0189,0,0,0.01146,0,0,0.004411,0,0.01634,0.01953,0,0,0,0,0,0.03497
81788,8.967,0.4338,0.9957,0,6.132,0.2395,8.615,0.8013,1.025,0.4132,2.551,0,0.628,0.3067,2.177,8.741,4.14,0.01711,0.4668,0.6431,2.436,0.3032
55220,0,6.679,0.12,0,7.545,0,1.769,0,0.02162,0.3146,0.267,0,0.09959,0.1827,4.412,0.7261,0,0,7.04,0.04404,0.1153,0
284576,0,0,0,0,0.1203,0,0,0,0,0,0,0,0,0,0.1691,0,0,0.1833,0,0.004768,0,0
105371698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93273,0,0,0.2478,0,6.565,0.446,0,3.647,0.1042,0,1.329,0,0.2258,0.02875,0,0.357,0,0,0,0,0.04328,0
101669762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04994,0.03581,0.07848,0,0,0,0,0
442891,0,0,0,0,0,0,0,0,10.87,0,0,0,0,0,1.886,0,0,0,0,0,0.3903,0
284577,0,0,0,0,0.03034,0,0,0,0,0,0,0,0,0,0,0,0.0745,0,0,0,0,0
100189098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0
5129,0.8804,1.668,3.289,4.719,3.502,3.027,1.017,0.4739,1.845,3.36,4.127,0,2.528,2.693,4.425,2.573,8.833,0,3.132,0.2306,2.638,0.0384
284578,0.538,0,0.01801,0,0.139,0.04227,0.01256,0,0.03244,0.01015,0.2569,0,0.04689,0.005223,0.05789,0.05189,0.05686,0,0,0,0.01573,0
148808,0.3943,0.7398,3.59,0.009075,7.872,4.376,1.899,0,3.156,1.522,9.126,0,6.801,1.543,7.65,9.627,3.693,0,0,0.5718,0.835,1.282
2005,0.009647,0.6384,6.62,0.003108,0.5929,8.568,0.3138,1.893,4.138,9.339,15.55,0.01285,27.2,10.95,2.581,1.044,0.6759,0.005062,0.4018,9.818,3.728,6.024
85414,0.5505,0.138,9.288,0.09774,3.896,5.049,0.06686,0.07019,6.978,10.03,11.14,0.05772,45.75,4.588,2.682,0.2763,0.5247,0.02653,5.396,80.6,2.718,31.95
105371701,0,0,0,0,0,0.02859,0,0,0,0,0,0,0.02378,0.02119,0,0,0,0,0,0.02979,0,0
64710,0.005918,0.4664,25.55,0.5606,2.468,23.47,0,9.862,24.88,22.51,32.74,15.84,27.47,40.51,10.15,2.547,5.146,0.004658,2.981,37.85,31.37,13.44
8934,0.7403,0.06685,2.261,0.2,3.991,3.73,25.14,1.844,1.094,2.321,0.9969,0.006215,5.045,4.425,1.456,1.58,7.061,0,7.482,5.131,2.786,1.087
105371702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254428,23.11,10.18,4.103,4.507,17.49,5.201,1.865,18.17,1.345,4.654,5.666,0.4835,4.964,4.594,12.87,27.25,9.454,39.13,24.27,3.744,3.483,4.688
148811,0,18.68,0.09015,0,11.59,10.18,30.4,0,0.6767,3.592,1.989,20.19,8.46,14.04,16.86,5.542,6.388,0.01386,3.437,0.5269,0.4024,5.841
107985250,0,0,0,0,0,0,0,0,0,0,0,0,0.1166,0.1818,0,0,0,0,0,0,0,0
284581,0,0.01274,0,0,0.9289,0.6732,0.01481,0,0.07654,0.2515,0.2182,0,0.4218,0.5976,0.3671,0,0,0,0,0.004331,0.006184,0
115019,2.393,9.972,0.2329,0,9.762,0.247,0.9462,7.613,0.07664,0.04167,0.736,5.571,0.05248,0.3,1.814,0.9872,4.27,51.24,3.995,0,0.2659,0.3467
103021296,0,0,0,0,0,0,0,0,0,0.007498,0,0,0,0,0,0.07664,0,0,0,0,0,0
103021295,0,0,0,0,0,0,0,0,0.04208,0,0,0,0,0,0,0,0,0,0,0.02857,0,0
338382,0,0,0,0,0,0,0,0,0,0.004961,0,0,0,0.005104,0,0,0,0,0,0,0.01537,0
1510,1.194,0,0.1068,0,11.72,0.2848,0,1.119,0.1049,0.01642,0,0,0.07583,0.1774,12.58,0,6.068,0,0.7328,0.005938,0.09324,0
440712,8.791,0.1237,1.856,0,3.714,1.513,0.9708,0,1.161,0.4216,1.089,0,1.712,1.466,6.61,0.6687,32.94,0,2.477,0.4311,2.357,0
105372857,0,0,0,0,0,0,0,0,0,0,0,0,0.02856,0,0,0,0,0,0,0,0,0
553,2.918,0,0.008626,0.8133,0.965,0,0.2075,0.03315,0.03108,0.003648,0.06645,0,0.008422,0.003752,0.7019,0,0.4766,0,0.08879,0.005276,0,0
105372869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105372873,0,0,0,1.207,0,0,0,0,0,0,0,0,0,0,0.3427,0,0,0,0,0,0,0
729533,4.155,10.27,2.15,0.02022,11.82,0.3446,14.74,0.5402,0.4288,0.7616,2.255,0.00398,0.2983,0.3141,9.68,2.349,6.814,0,57.99,0.4101,1.528,3.777
23380,16.72,6.942,9.179,6.172,11.66,7.872,19.5,6.341,4.237,10.69,6.498,1.792,5.789,8.87,23.43,21.1,12.12,0.003131,4.334,5.851,13.73,8.802
9641,0.1592,0.5105,3.763,4.669,6.431,3.084,14.1,11.73,1.795,2.242,2.647,0,2.029,1.697,8.752,8.876,5.244,0,0,0.7351,5.179,0.4364
102466202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264,0,0,0,0,0,0,0
83593,0,6.691,5.328,0,5.332,4.872,3.802,2.084,1.727,2.575,3.806,0,2.914,1.716,3.489,1.234,0,0,2.268,1.142,4.237,0.5556
1939,0.3339,47.56,8.002,0,1.71,7.711,1.25,24.19,6.456,8.04,9.37,1.719,11.12,10.47,2.123,1.078,10.81,0.005475,11.16,10.15,11.82,10.89
105372876,0,0,0.01891,0,0,0.2886,0,0,0,0.144,0.1295,0,0.05541,0.06583,0,0,0,0,0,0.06942,0.03303,0
8444,0,0.0749,1.825,0,0.4217,4.078,0,0.9432,0.5064,2.51,0.8911,0,1.319,1.52,1.399,0.05625,10.44,0,4.412,0.917,0.6364,0.2888
9261,6.834,0.0824,32.49,22.05,9.014,34.19,5.666,2.842,11.56,24.97,19.32,0.1034,16.93,26.32,14.45,9.827,16.64,0.007922,0.0393,23.24,28.5,14.26
105372877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0,0,0,0,0,0,0
3586,0,32.6,1.968,0,0.8722,0.09365,1.307,3.87,1.09,1.878,0.02277,0,0.2987,0.03471,2.276,4.828,57.27,0,72.28,0.2034,0.569,1.681
29949,0,2.104,0.119,0,1.632,0,0.1383,2.896,0,0.2851,0.04527,0,0.01291,0.01725,0.3506,0.02857,1.92,0,8.892,0.0647,0.02886,0
105372878,0,0,0.02957,0,0.2282,0,0,0,0,0,0,0,0,0,0.606,0,0,0,39.78,0,0.02582,0
50604,0,6.544,0,0.506,6.244,0,3.711,0,0.08164,0.7666,0.2882,0,0.03793,0,4.73,11.47,0,0,0,0,0.4636,0.1336
105372879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2068,0,0,0,0,0
11009,0,0,0.2041,0,0,0.2017,11.68,0,0.1258,0.02725,0.1839,0,0.2307,0.1121,5.011,3.343,9.496,0,0,0.1708,0.1782,0
9214,3.564,6.058,2.801,12.21,3.255,2.172,0.2373,0.7475,1.143,0.8516,1.384,0,0.9416,0.401,2.222,9.47,0,0,0,0.7286,2.805,0.6221
5284,3.644,4.235,31.03,0,2.46,11.41,2.069,6.875,0.9588,3.737,0.9111,0,2.015,1.062,4.691,1.302,0.761,0,1.482,0.1075,7.686,0.5701
83953,0,0,0.155,0.9099,20.91,0,3.995,0,0.2983,0.01788,0.1086,0,0.05505,0,4.698,15.87,27.26,0,6.722,0.008621,0.09231,0.01818
79098,0,0.6442,2.456,0.006687,0.9719,3.035,0.14,0.3804,2.17,3.066,3.841,3.254,7.191,3.007,2.591,1.446,2.896,0,0.5672,12.54,2.588,4.459
107984109,0,0,0,0,0,0,0,0,0,0.06366,0,0,0.147,0.06548,0,0,0,0,0,0.09207,0,0
55432,0.6776,2.87,0.4055,0,2.796,0.8505,0.4311,0,0.08683,0.3149,0.2845,0,1.068,0.7866,2.745,1.595,0,0,1.711,0.5612,0.5922,0.609
5208,1.143,3.01,0.9247,0.4533,2.03,0.5742,1.074,0.7204,0.656,0.4843,0.9327,0,0.8486,0.7723,1.151,1.866,5.716,2.661,2.327,1.425,1.202,1.243
725,0,3.731,0.3787,0,6.289,0.01932,18.41,0,0,0.3412,0.05637,0,0.1527,0.05014,4.327,6.583,17.83,0,0.6214,0.03525,0.3595,0
722,1.989,1.494,0.6389,0,7.817,0.3428,0,1.463,0.3617,0.1544,0.7656,0,0.4367,0.7941,4.995,0.4734,20.23,1.288,0,0.1731,0.3666,0
107985251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01134,0,0,0,0,0,0.003985,0,0
1604,10.65,0.08067,11.23,8.295,4.474,50.63,24.02,1.288,3.44,7.95,9.378,0.7135,7.264,6.968,5.222,8.142,7.202,18.13,4.837,15,2.389,5.671
105372880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06072,0,0,0,0,0,0
1380,3.587,0.3588,0.6598,0,19.08,0.09005,30.14,24.8,0.05068,0.4369,0.683,0,0.1049,0,23.55,3.316,7.009,20.5,37.28,0.09385,0.8218,0
1378,34.14,19.73,13.33,0,62.94,3.916,64.65,12.55,0.7479,3.308,4.665,0.1291,2.116,1.971,58.01,45,40.36,40.25,11.01,2.125,6.627,6.134
1379,0.06248,16.92,8.426,0,73.66,9.653,68.05,19.16,0.1388,2.797,0.1217,287.1,1.192,1.516,106.7,94.15,70.5,0.01639,111,1.102,4.471,3.027
4179,1.71,0.8468,44.92,0,9.648,59.27,15.18,28.28,31.74,40.82,36.5,4.434,102.5,64.11,9.456,53.78,7.573,0.01843,6.584,98.24,50.7,42.11
100128537,0.6769,0.4157,1.175,0,0,0.9381,0,0.8142,0.3643,1.148,1.879,6.192,1.091,1.022,0.5804,0.874,0.9121,0,0,1.632,0.8577,1.068
407026,17.32,0,1.971,0,0,4.337,0,0,0.6656,2.292,7.59,0,1.203,1.929,0,0,0,0,0,2.411,2.366,3.813
407025,0,0,2.141,0,0,3.141,0,0,0.241,1.811,1.374,0,3.136,1.63,0,0,0,0,0,3.437,2.103,8.286
148696,0,0.2218,0.3238,0,0,0.199,0.0215,0.4345,0.162,0.3086,0.7038,0,0.3814,0.3622,0.3098,0.4664,0.4868,0,0,0.4904,0.2109,0.3315
947,0.004666,2.125,2.172,0.5954,0.8502,1.602,1.455,0.2012,0.4209,1.682,1.586,0.1305,3.202,3.976,0.4865,1.721,1.031,6.009,2.533,5.721,1.359,0.6988
107985253,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0.03531,0.003147,0,0
105372883,0,0,0,0,0,0,0,0,0,0,0,0,0.004496,0,0,0,0,0,0,0.008448,0,0
5362,3.366,1.418,2.804,3.693,4.42,3.982,7.064,3.649,1.432,2.826,2.086,0.5421,2.555,4.459,7.366,9.865,3.701,5.16,3.549,1.675,2.172,0.9229
105372887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04025,0,0,0,0.3583,0,0.005659,0,0
105372884,0.01253,0,0.00713,0,0,0.04184,0.04474,0,0,0.03015,0,0,0.02089,0.03722,0.03438,0,0.02251,0,0,0,0,0
105372888,0,0.1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105372889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1523,0,0,0,0,0,0
107985254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105372891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105372892,0,0.04772,0,0,0,0,0.037,0.05341,0,0,0,0,0,0,0,0.03822,0,0,0,0,0,0
