GeneID,GSM3024820,GSM3024822,GSM3024824,GSM3024826,GSM3024828,GSM3024830,GSM3024832,GSM3024834,GSM3024836,GSM3024838,GSM3024840,GSM3024842,GSM3024844,GSM3024846,GSM3024848,GSM3024850,GSM3024852,GSM3024854,GSM3024856,GSM3024858,GSM3024860,GSM3024863
100287102,45.22,52.08,0.6823,0.1115,76.54,2.31,38.48,23.66,1.655,0.7213,5.616,7.924,1.089,3.493,38.5,155.2,27.67,87.89,2.431,0.7624,5.294,3.521
653635,213.8,145.8,67.01,13.68,68.73,79.3,28.81,67.02,44.88,60.28,85.88,75,43.53,50.74,135.8,260.1,116.3,0.0339,168.9,29.94,101.7,88.12
102466751,2.801,8.027,0.3188,0,0,7.857,14,40.25,2.297,1.078,0,89.86,6.848,4.715,10.38,20.67,0,0,0,5.459,7.516,0
107985730,2.691,0.4348,0,0.1369,2.176,0,0,0,0,0.1022,0.06897,0,0,0,0.2429,0,0,0,0,0,0.03518,0
100302278,20.98,200.3,14.45,58.71,284.2,0,74.25,146.1,0.1415,5.712,8.873,304.1,0.4601,0,134.3,10.18,398.2,0,155.2,0.7686,4.115,0.8106
645520,31.62,113.5,2.091,85.12,59.2,0.3377,19.9,23.25,2.937,0.08112,1.642,38.47,1.274,0.4172,112.4,143.5,23.44,67.11,47.65,0.2699,0.8376,0
79501,0.332,122.1,0.4722,0,34.62,1.164,23.51,17.97,0.638,3.954,1.132,181.4,0,0,96.67,108,4.473,0,13.77,1.834,0.8454,0
100996442,0.9418,2.262,0.4518,7.344,3.11,0.2651,10.71,0.02432,0.1237,0.1611,0.6142,0.5421,0.09947,0.131,0.1548,3.542,5.622,0.239,0.9422,0.1084,0.1934,0.16
729737,16.97,12.13,69.04,0.962,20.56,51.24,21.68,12.66,17.39,31.38,49.91,2.014,30.02,11.95,19.3,33.7,22.97,0.06026,1.332,16.95,31.92,36.04
102725121,53.24,94.76,1.659,0.7333,65.26,1.251,24.07,2.696,10.3,0.6617,6.258,7.402,1.146,2.758,34.83,229.6,46.59,31.1,2.962,0.9571,5.159,3.585
102723897,307.6,144.6,92.7,13.53,110.8,87.33,62.15,69.45,62.9,75.61,99.67,113.9,50.88,49.93,124.6,201.8,60.39,0.03405,51.95,27.34,112.9,81.09
102465909,2.801,13.76,0.6375,0,0,1.871,14,60.21,1.436,4.583,0.5457,611.8,12.14,6.934,17.29,34.44,0,0,0,8.774,12.25,0
107985721,1.647,0.2881,0,0.02722,1.236,0,0.5362,0.02639,0,0.07452,0.04114,0.01607,0,0,0.1545,0.03462,0,0,0.4398,0,0.03498,0
112268260,0.03467,0,0.02301,0.005585,0.08879,0,0.02063,0,0,0.002781,0,0,0.009631,0.005721,0.1942,0.1137,0.02076,0.004548,0.1805,0.01408,0.002871,0
729759,12.37,37.33,4.155,4.353,126.3,4.091,148.3,17.36,1.518,4.998,3.438,3.15,5.365,3.675,89.25,38.71,14.14,0,153.7,9.248,6.592,13.16
100132287,10.43,27.5,55.93,4.306,30.68,37.53,46.72,36.16,17.1,50.9,63.81,5.26,27.35,20.68,58.04,71.03,92.17,27.27,14.53,13.69,39.5,50.97
105378947,0.01626,0.04992,0,0,0.03569,0,0,0,0,0,0,0,0,0,0.01115,0,0,0,0,0,0,0
101928626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113219467,4.829,3.295,2.748,0.5187,2.356,0.7166,14.05,1.676,0.825,2.84,0.5226,3.063,5.962,1.328,4.048,1.32,0,0,0,3.548,0.5332,0
81399,6.69,12.38,1.084,8.525,37.56,0.9419,46.35,9.595,0.9931,1.24,1.509,0.6434,1.227,0.8549,20.34,14.77,2.605,10.2,38.32,2.053,2.188,2.584
100133331,10.91,39.44,68.95,3.999,40.1,46.73,45.47,23.13,23.41,65.05,60.9,11.71,30.48,32.84,66.66,54.13,62.24,85.94,15.04,18.03,54.12,54.32
107984841,22.71,71.95,21.7,0,23.66,28.93,174.3,7.788,4.111,24.87,10.98,0.02348,22.33,11.02,44.61,4.654,26.61,89.6,12.05,7.904,22.2,33.58
107984847,138.9,101.8,103.7,1.063,38.8,122.6,101.8,50.7,35.71,118.2,19.59,0.7174,89.68,43.12,23.33,141.2,269,6.183,44.17,37.4,125.3,232.1
107984849,0.1361,0,24.77,0,211.2,17.08,2.267,0.08501,6.903,22.13,0.7952,0.466,16.86,6.937,2.053,48.85,65.75,0,0.5313,7.718,34.07,13.18
100288069,10.06,0.05687,0.9486,0.08058,1.708,1.336,6.714,0.7465,0.826,0.9761,0.5954,0.04758,1.389,0.6603,7.681,0,0,0,2.387,0.2418,1.45,1.632
105378580,0,0,0.2405,0,0,0.4704,0.2206,0.2733,0.1672,0.4924,0.3106,0,0.5808,0.3744,0.01526,0.2553,0.09324,0,0,0.2245,0.5673,0.2177
400728,0,0,0.0223,0,0,0.01309,0,0,0,0,0.03818,0,0.05444,0.04851,0,0,0,0,0,0.00682,0.08763,0
79854,0.9256,1.569,2.14,0.4194,1.841,2.956,1.033,6.398,1.349,1.406,7.297,0,4.934,5.055,0.5754,4.624,0,0,3.163,2.064,4.154,1.104
643837,0,0.2111,0.004695,0.04786,0.05434,0.01653,0,0,0.006344,0.05162,0,0,0.1261,0.1205,0.4274,0.01015,0,0,0,0.08616,0.1968,0.1514
107984850,0,0,0,0,0,0,0.05543,0.0485,0,0,0,0,0,0.007685,0,0,0,0,0,0,0,0
284593,0,0,0.864,0,74.51,0,0,0,0.03433,0,0,0,0.04963,0,0.1685,7.469,0.08023,3.181,0,0,0.04438,0
284600,0,0,0,0,0,0,0,0,0,0,0.01924,0,0,0.009777,0.02032,0.07285,0,0,0,0,0,0
100130417,0,0,0.01439,0,0,0,0,0,0,0.06087,0.07392,0,0,0.1628,0,0,0,0,0,0.008804,0,0
107985728,0,0,0,0,0,0,0,0,0,0.04023,0.06107,0,0.02903,0.1293,0,0,0.07508,0,0,0.02182,0,0
148398,1.251,0.3049,3.23,0,11.45,1.075,3.511,6.674,4.849,9.407,21.01,10.62,1.713,9.809,7.194,5.459,8.378,0,4.712,0.4096,2.435,0.7437
26155,13,15.34,22.42,5.77,14.13,14.95,16.51,18.29,13.46,20.36,32.11,0.5285,14.98,17.68,2.9,12.34,3.823,8.799,7.608,11.28,28.71,19.64
339451,3.813,0.1071,0.7276,2.101,0.74,0.5978,0,0.385,0.4707,0.7329,1.574,0.8494,0.4715,0.2935,0.04784,4.689,0.02088,0,0,0.3763,0.4101,2.748
84069,0.1617,2.336,1.413,0,4.782,2.179,2.219,18.39,0.819,2.357,18.33,3.497,1.089,0.9936,7.595,3.392,0.7006,0,4.606,0.4502,1.805,2.332
84808,0,0,0.4377,0,6.176,0.6263,0.1003,6.986,0.6535,0.71,2.484,0.2466,0.2927,0.2869,2.783,0.6998,0.1325,0,0,0.1577,0.2775,0.3559
57801,1.329,0.2031,1.061,0,0.784,1.285,0,2.182,0.7728,1.786,3.769,0.1019,0.6835,0.275,1.184,0.488,0.6773,0,0,0.1657,0.8774,1.69
9636,0,0,1.089,0,8.796,0.4393,0,2.167,0.7969,1.18,2.33,0,1.794,1.51,1.682,0,0,0,20.08,5.287,0.832,1.054
375790,20.62,7.292,13.74,0.004531,23.2,15.01,13.9,73.48,8.898,13.65,79.62,2.135,12.27,12.8,7.257,3.401,4.371,0.1882,30.15,5.253,24.01,6.751
100288175,0.7822,0,0.02225,0.03781,0.08586,0.05224,0,0,0.06014,0.03764,0,4.086,0.06519,0.03873,0,0,0,0,0,0.06806,0.1555,0.2297
112267874,0.2819,0.02885,0.008019,0,0.06188,0.01882,0,0,0,0.006782,0,1.295,0.00783,0.006977,0,0,0,0,0,0.01472,0.007003,0
105378948,0.2609,0,0.01485,0.01261,0.05728,0.01743,0,0,0.02006,0.01256,0,1.199,0.02899,0.01292,0,0,0,0,0,0.02724,0.05186,0.07662
401934,0,0.04104,0.04563,0,0.04401,0,0,0,0,0.009649,0.05859,0,0.02228,0,0.6051,0,0,0,1.566,0.02093,0.009962,0
54991,3.524,0.01603,1.667,0.01514,6.533,1.182,2.983,0,1.854,2.495,5.691,1.887,0.7833,0.8142,3.621,6.202,5.122,1.147,0,0.3762,2.335,2.783
254099,0.4938,0,0,0,0,0,0,0.2792,0.1205,0,0.1374,0,0,0.01164,0.4194,0.2892,0,0,0,0,0,0.7941
406984,0,0,6.617,0,0,10.18,0.4773,0,0,4.438,19.14,140.8,3.342,0.9926,2.476,0,0,0,0,0.1396,5.977,0
406983,0,9.097,4.335,0,19.51,19.5,0,0,0,11.81,26.39,0,6.114,0.4191,0,32.27,0,0,0,0.7366,14.51,0
554210,8.261,0,6.529,0,0,56.09,0,0,0,16.12,59.46,0,5.865,0.6817,59.82,382.7,0.8246,0,0,1.757,27.82,0
100506376,3.275,0,0.9136,0,9.372,0.4874,0.608,88.81,0,0.777,9.774,0.03124,0.9782,0.3839,16.8,29.84,6.801,8.94,5.806,0.4762,1.709,1.085
254173,4.496,2.877,0.6963,0,3.134,0.3849,0.9604,7.269,0.2454,0.2603,0.2332,0,0.1577,0.1273,2.403,1.396,7.79,8.676,6.614,0.009259,0.3261,1.888
8784,2.636,0,0.2117,0,1.021,0.09319,0.2584,3.681,0,0.1716,0.3323,4.894,0.03446,0.02303,2.223,0,4.93,0,1.332,0.05396,0.2157,0.8878
7293,6.745,0.7965,0.1712,0,0.3645,0.2218,0,0,0.01596,0.1348,0.2931,13.76,0.06342,0.1233,0.4983,1.327,0.5779,0,0,0.003612,0.2269,0.1067
51150,3.604,0.6705,4.298,3.565,0.2877,4.463,2.306,7.357,2.283,4.977,8.196,1.891,6.552,7.238,2.266,3.338,1.194,12.25,0.1096,6.584,6.506,3.504
126792,0,0,0.085,0,0.2683,0.02721,0,0.1018,0.1253,0.1307,0.3836,0,0.083,0.06723,0.07453,0.0334,0,0,0,0.03781,0.06073,0
388581,4.22,0.7744,0.1822,0,2.939,0.1944,7.239,2.546,0.7607,0.5742,1.332,0,0.1294,0.2017,0.01996,0,13.54,4.673,5.568,0.1215,0.5495,0.04273
118424,0.1142,1.061,1.619,0.03396,0.5206,2.563,0.3136,2.184,1.076,2.198,2.567,0,2.821,3.292,5.158,1.296,0.01578,0,0.686,3.24,2.283,4.552
101928895,0,0,0,0,0,0,0,0,0,0.01097,0,0,0,0.01129,0,0.2803,0,0,0,0,0.02266,0
6339,2.832,29.42,1.427,4.944,3.587,0.3499,3.964,0.8651,1.784,1.867,4.654,0,1.587,1.673,2.712,4.571,2.622,4.919,1.072,0.4819,0.9111,0.8974
116983,5.25,2.31,3.952,5.791,3.354,3.499,1.545,6.177,3.865,6.438,11.29,3.436,2.167,4.962,2.029,3.193,2.146,0.01356,0.06729,1.215,6.031,9.319
102465434,227.9,0,0,0,9.596,1.251,0,0,7.682,0,1.217,0,0.347,0.3092,0,1.536,0,0,0,0,0.6206,0
109623456,0,0,0,0,0,0,0,0,0,0.873,0,0,0,0.2245,0,0,0,0,0,0.1578,0,0
126789,0.4586,0.1381,5.173,0,6.278,2.288,1.702,0.944,0.7467,3.934,7.569,4.713,1.514,1.162,0.7403,6.038,6.98,63.69,0,1.052,4.477,1.109
54973,8.636,0.9491,10.83,0.01401,20.07,11.01,22.23,5.278,5.072,15.86,14.86,1.679,10.26,9.706,4.324,2.352,3.436,5.178,8.657,6.062,18.15,12.62
102465435,0,0,1,0,5.146,0,0,0,0,1.41,2.284,0,0.6512,0,0,0,0,0,0,0,1.747,0
80772,0,0,0.2138,0,0.33,0.2175,0,0.3914,0.3339,0.416,1.586,0,0.5011,0.7194,0,0.4929,0,0,0,0.5711,0.5042,0.2023
83756,1.278,1.762,0.8113,4.635,2.527,0.7829,4.023,0.6731,0.525,0.8742,3.354,12.24,0.311,0.5804,1.101,2.364,0.5692,0,0,0.1654,2.535,0.4807
1855,0.2963,3.604,5.913,0.5948,0.8505,5.152,0.1221,0.8259,3.341,6.603,11.7,0.1236,3.748,3.407,1.087,9.529,0.8598,0.00897,0,3.688,9.088,7.395
102466740,16.79,0,1.102,0,15.59,2.587,0,0,2.978,1.243,4.403,0,1.435,1.279,0,0,0,0,0,0.6742,2.246,0
54587,2.903,1.329,6.035,2.852,1.986,5.359,1.433,24.49,5.226,8.682,13.93,1.743,2.837,4.97,6.125,0.4063,0.523,0,0.1843,2.514,3.62,5.741
54998,13.32,6.804,2.79,0,0.3945,1.56,6.844,2.663,1.131,2.236,2.175,0,1.341,1.36,5.793,0,0,0,10.63,1.957,3.865,3.091
81669,0.1048,3.927,29.83,6.704,4.04,26.03,2.37,18.76,12.24,37.96,29.15,2.531,17.28,15,7.722,1.047,3.012,9.005,2.915,8.891,29.53,21.96
148413,0,20.07,1.587,0.02107,2.153,0.4512,4.28,9.069,0.7148,0.881,2.505,14.49,2.022,1.381,1.659,4.395,0,0.669,0,1.396,2.501,0.6399
55052,0,24.66,24.58,0,3.761,21.16,0,23.92,6.352,26.23,27.84,24.51,15.39,17.88,2.351,18.74,2.685,0,1.708,17.7,34.09,16.54
107984868,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441869,0,0.2218,0.6749,0,3.405,0.2742,1.507,0.848,0.4267,0.1811,0.3333,1.53,0.3359,0.09599,0,1.346,0.5942,0,0,0.05954,0.2777,0
105378585,0,0,0.01903,0,0.1468,0,0,0,0.01714,0,0.09774,0,0.01858,0,0,0,0,0,0,0,0,0
643965,7.51,0,0,0.07485,3.399,0.2068,0,0,0,0.2608,0,0,0,0,0,0,0.4173,0,0,0,0.07695,0
102724312,0,0,0,0,0,0,0,0.1395,0,0,0.03108,0,0,0,0,0,0,0,0,0,0,0
107985729,0,0,0,0,0,0,0,0.06508,0,0.01253,0.02536,0,0,0,0,0,0,0,0,0,0,0
64856,3.528,0.4253,3.093,1.353,0.4282,0.9288,0.1615,2.358,1.991,3.151,4.18,0.09198,1.013,0.7053,0.3083,0.1251,0.06094,0.2136,0.1656,0.5697,1.395,0.2241
219293,2.948,0.01009,0.4151,0,13.18,1.712,10.75,0.1109,1.172,1.997,10.13,0.08442,0.5697,0.8493,2.096,12.56,16.51,0,16.4,0.2711,1.377,1.925
83858,48.18,15.54,3.728,17.71,12.49,6.413,32.2,4.166,3.557,7.85,6.767,4.16,2.607,2.419,2.456,9.387,9.598,0,0,1.263,11.53,9.878
55210,17.67,32.57,7.679,0.1659,8.058,7.998,39.46,7.491,5.265,16.05,16.5,0.505,5.04,4.484,28.11,18.93,3.036,2.391,17.89,3.461,25.09,10.86
339453,0.08275,17.47,0.5337,0,0,0.2395,0.8208,1.224,0.6362,1.766,1.155,0,0.3218,0.5736,0.8326,0,11.45,0,0,0.2976,0.7402,0
29101,14.21,0.1518,5.824,0,8.141,8.758,0.8828,5.265,5.52,6.996,9.19,11.96,15.35,15.04,13.61,18.61,4.371,0,32.21,23.95,7.297,4.792
643988,0,0.1836,0.03062,0,0,0,0,0,0.009192,0.01726,0,0,0.01993,0,0.03691,0,0,0,0,0.03121,0.03565,0.079
105378586,0,0.6816,0.1137,0,0,0,0,0,0.03413,0.0641,0,0,0.037,0.03297,0.1371,0,0,0,0,0.1159,0.1324,0.2933
142678,1.454,0.2856,2.214,0,1.45,1.488,2.447,3.964,1.708,3.62,5.502,0.7292,1.214,2.107,0.2373,0.6767,0.2118,0,0,0.4993,2.275,1.547
8510,6.602,18.77,2.462,0,2.511,1.16,7.07,5.262,4.839,2.938,3.853,1.416,1.432,3.896,15.84,0.7457,0.09904,0.7702,0.1076,1.098,3.095,1.153
984,70.07,19.86,22.55,41.97,14.49,20.07,32.4,26.29,13.94,20.77,25.67,9.734,12.2,13.68,16.18,18.81,13.22,2.007,33.96,10.13,22.6,14.93
728661,4.13,16.83,10.79,0.01599,22.95,4.504,16.97,21.58,4.813,9.832,12.13,44.26,10.21,9.402,14.45,18.44,18.16,3.208,4.996,7.902,12.02,18.19
8511,11.39,56.84,6.843,0,7.199,3.594,21.52,14.76,14.61,8.62,9.502,4.464,4.041,10.39,47.65,20.99,0.3022,2.449,0,3.278,8.879,4.383
728642,88.85,27.89,34.49,52.29,35.01,21.65,28.62,14.01,16.73,28.62,38.6,3.978,13.76,14.08,18.17,17.39,46.04,0.01966,49.7,10.37,30.57,17.4
9906,1.718,17.26,10.45,2.554,22.1,4.578,31.16,24.98,6.218,8.906,12.44,42,9.894,7.932,12.86,16.79,21.82,0.004109,9.398,7.039,9.414,16.2
112268218,0,0,0,1.432,0,0,0,0,0,0,0,0,0.03125,0.009281,0,0,0,0,0,0.01305,0,0
65220,0.3067,0.5972,5.415,3.732,3.744,2.323,3.686,4.974,1.656,5.84,7.878,0.004271,3.176,2.778,8.837,0.7728,1.976,0,5.843,4.257,7.424,6.854
2782,13.65,2.421,24.71,3.773,6.773,26.78,0.4931,10.44,17.04,40.18,28.45,0.01245,25.44,27.47,3.089,15.98,18.94,0,9.749,38.76,33.52,18.63
105378949,0,0,0,0,0,0,0,0,0.01328,0,0.02524,0,0.0144,0,0.0711,0,0,0,0,0,0,0
163688,0.4412,0,0.2414,0,2.607,0.1587,0.1616,0,0,0.3266,0.1157,0,0.1886,0.126,0.3259,0.4173,0.09145,0,0,0.01181,0.4131,0
339456,7.66,0,2.063,0,31.93,2.857,21.77,0,0.3341,0.2941,0.5159,0,0.2716,0.121,0.8105,0.6012,17.57,0,0,0.3403,1.113,0
85452,3.907,3.029,0.04101,0,5.311,0,3.223,0.03538,0.1055,0.06193,0.2357,0,0.02574,0.005097,3.598,5.596,6.77,0,0.0201,0.1666,0.02302,0.1587
107984872,0,0,0,0,0.6274,0,0,0,0,0.0393,0,0,0.007562,0,0,0,0,0,0,0.004737,0.03381,0
105378589,0.03209,0,0,0,0,0,0.1146,0,0.01234,0,0,0,0,0,0.1211,0,0.08649,0,0,0,0,0
2563,0.05945,0.327,0.07189,0,0.3426,0,0.7253,0,0,0.1645,0,0,0.03716,0.07726,0.6015,0.1645,0.8678,0,0,0.03362,0.05908,0.07638
105378590,0,0,0,0,0.03758,0,0,0,0,0,0,0,0,0,0.08221,0,0,0,0,0,0,0
105378591,0,0,0.08028,0,0.3097,0,0,0,0,0,0,0,0,0,0.1452,0,0,0,0,0,0,0
5590,0.8348,0,1.514,0,2.914,2.175,0.5061,3.904,0.8371,2.318,3.839,0.07696,2.607,1.289,2.991,1.581,1.034,0,0.3847,1.507,2.432,2.68
100506504,0,0.1556,0.0519,0,0,0.0203,1.339,0,0,0.04389,0,0,0.5067,0.286,0,0.4486,0,0,0,0.2116,0.1209,0.3571
199990,2.928,0.994,1.302,1.709,1.333,1.054,0.1619,2.537,0.9682,1.615,2.242,2.179,1.174,1.493,1.839,0,3.856,0.8563,0.03793,0.7589,0.9628,3.173
112268219,0.7274,0.0146,0.8683,0.1379,0,0.943,0.1358,0,0.9429,0.7893,2.653,0,0.42,0.3742,1.839,0,0,0,0,0.139,0.3827,2.764
105378593,0,0,0,0,0,0,0,0,0,0,0,0,0.02053,0.01829,0,0,0,0,0,0,0,0
6497,7.198,10.74,16.81,0.009988,9.367,18.01,0.2787,22.72,13.13,31.7,40.38,1.4,5.201,7.12,10.74,11.99,0.86,0.008133,2.179,3.691,16.14,4.95
79906,2.082,0.09429,2.523,1.152,3.169,2.232,5.33,4.705,1.779,2.066,1.586,0,3.167,2.107,3.779,5.907,3.31,0,3.526,1.875,2.161,2.534
100129534,0,0,0.1061,0,0,0.02263,0.06051,0,0.0608,0.06524,0.1321,0,0.2165,0.1175,0.5928,0.2501,0,0,2.25,0.07077,0.06736,0.1244
11079,2.931,2.974,14.79,0.9729,2.983,17.35,0,8.859,9.085,13.7,9.559,0,20.23,18.35,2.451,0.9592,0,0,0,26.84,25.35,49.58
5192,37.09,0.07508,7.201,0,2.617,8.182,22.77,13.13,2.745,5.543,10.18,0,2.7,2.515,8.53,6.405,30.08,0,0,6.326,8.321,10.42
9651,4.223,1.213,4.912,0,3.213,5.923,4.741,1.586,2.506,5.635,2.608,0,4.327,1.639,1.455,5.606,3.492,0.003777,3.86,0.8919,3.927,0.8173
55229,22.04,17.08,3.342,0,1.735,6.085,0.172,5.751,3.315,4.381,6.16,3.129,3.419,2.975,4.466,1.589,7.436,0,6.239,2.201,4.291,1.473
388585,0.8015,4.307,0.05067,0,1.711,0.1041,0,3.993,0,0.04286,0,0,0.03711,0.0992,1.039,0,0.4,0,0,0.03874,0.04425,0
115110,0.06598,0,1.361,2.862,1.684,0.9804,1.325,1.778,0.5199,1.056,3.085,0,0.7515,0.8329,0.02263,0,0,0,0,0.4047,0.5942,1.162
8764,0.9915,2.856,8.326,3.208,6.354,6.702,1.599,4.981,4.475,7.173,10.99,1.698,4.336,4.798,2.644,2.163,5.617,0,0,1.611,4.732,3.276
100996583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02702,0,0,0,0,0,0,0,0
127281,0.6852,0.08091,0.2999,3.49,0.376,0.44,0.6587,0.7328,0.3377,0.3932,1.399,0.8876,0.3441,0.3784,0.3254,3.273,1.349,0,0,0.07338,0.694,0.9093
79258,4.001,3.32,0.1957,5.563,8.657,0.245,8.896,0,0.05875,0.05517,0.268,0.1374,0.2293,0.1646,5.788,4.06,17.79,0,0,0.01596,0.188,0.01683
105378597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100287898,1.162,0.03855,0.01837,0,0.1417,0.02156,0.1665,0.7396,0.01103,0.07768,0.02096,0,0.02392,0.0293,0.3174,0.01323,0.174,0,0,0,0.01604,0
105378603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08808,0,0,0,0,0
112268220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03179,0,0.08326,0,0,0,0,0
105378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08808,0,0,0,0,0
105378598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01459,0,0,0.002826,0,0
107984904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06358,0,0.1665,0,0,0,0,0
105378599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140625,0,0,0,0,3.201,0,0,0,0,0,0.07747,0,0,0,11.53,0.8476,0.04763,0,6.004,0,0.01317,0
440556,0,0,0.005633,0,1.239,0,0,0,0,0.03335,0.135,5.256,0.0055,0,0.1019,0,3.273,0,0,0.02412,0,0
63976,0.5343,2.568,0.1869,0,6.74,0.1492,5.395,0.3475,0.1145,0.6787,0.8191,0,0.09733,0.02385,1.926,5.289,2.715,0,1.095,0.1037,0.222,0
100422968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2174,0,0
105378606,0,0,0,0.03576,0,0,0.07338,0,0,0,0,0,0.006851,0,0,0,0,0,0,0,0,0
107984909,0,0,0,0,0,0,0,0.05808,0,0,0,0,0,0,0,0,0.02783,0,0,0,0,0
105378605,0.1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378604,0,0,0.006414,0,0,0,0,0,0,0.001356,0,0,0,0,0,0.006931,0,0,0,0,0,0
27237,0.1055,17.46,2.069,0,4.149,1.787,3.871,1.864,0.5752,3.255,3.149,2.338,1.972,0.8929,5.797,3.563,3.533,0,0,1.336,2.903,0.831
1953,2.229,1.026,2.306,0.034,3.214,3.485,4.861,1.038,1.683,3.956,3.996,0.8382,2.755,0.4179,3.302,0.6487,1.122,0.5883,1.082,0.4376,1.256,0.5938
105378608,0,0,0,0,0,0.01684,0.06001,0,0,0,0,0,0,0,0,0,0,0,0,0.004387,0,0
693135,28.17,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0.9759,0,0,0,0,0,0
105378607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127262,1.904,3.361,5.381,0,0.8707,5.913,2.833,10.48,6.148,6.841,5.239,24.53,4.434,5.231,0.7401,1.483,6.271,0,4.089,4.854,6.149,2.795
49856,0.9373,2.558,2.821,0,2.012,3.491,0.9668,0.4034,1.078,3.438,2.495,0,3.807,3.846,6.415,13.37,2.133,1.869,11.79,2.653,4.078,4.923
7161,1.621,0.3219,0.5486,0.05949,0.9607,0.717,5.632,4.174,0.3049,1.448,1.299,0,1.827,0.04739,0.7458,4.726,3.022,0,2.056,0.06426,0.564,0.2912
105378610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57212,5.223,0.00604,2.334,0,1.645,2.223,6.743,0.2323,1.095,2.922,6.323,0.003369,2.358,2.606,1.947,3.251,0.0106,0,0,1.352,2.305,2.686
148870,2.694,1.294,0.171,0,0.6825,0.04152,20.34,0,0.5524,0.1047,0.4744,0,0.2303,0.3335,2.069,4.46,0,0,9.348,0.06492,0.1081,0
388588,0.5983,1.565,2.686,0,1.313,0.444,0,0,2.147,2.112,3.044,0,0.8126,1.876,0,4.905,0,0,0,1.365,0.925,0
57470,60.72,5.327,4.781,3.885,5.131,3.571,0,2.235,2.037,4.218,6.511,0.1011,4.722,4.655,0.6923,1.263,0.6839,0,0.03457,3.58,4.962,5.329
9731,0.9741,11.82,6.065,0.02753,7.153,8.515,25.86,1.342,3.959,6.429,3.335,1.808,6.821,6.306,11.09,9.051,2.497,1.982,17.64,5.839,9.752,6.181
1677,0.6481,4.738,1.505,0.07672,1.234,1.135,8.265,8.79,0.6542,1.337,1.301,1.503,1.124,0.9135,1.184,10.85,2.281,0.1249,0,0.5686,2.005,0.6215
107984910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339448,62.94,0,4.664,53.74,2.073,3.582,0.0106,0.005566,2.443,3.048,0.8765,0.005086,2.95,3.308,12.81,0,0.5282,0,0,3.222,5.485,4.5
100133612,0,0,0,0,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0.008396,0,0,0,0,0,0,0,0,0.0345,0,0,0.2474,0,0,0,0
284661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1331,0,0.1447,0,0,0
107985376,0,0,0,0,0.3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55966,0.2625,0.01492,0.04812,0,0.1664,0.1441,0.03818,0.6377,0.002989,0.341,0.07102,0,0.05509,0.1242,0.05601,0.3371,1.032,0.03443,0.9907,0.09439,0.04927,0
105376680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428,0,0,0,0,0,0
102724429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4246,0,0,0
105376681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376686,0,0.02811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
